User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
4174,58.93977586209927,98.80965025422655,5450,7.167235622316564,Highly Active,1
2294,40.0,96.89421334689396,13797,7.367789630207228,Actve,3
4772,47.27225670219411,95.38976001421,3208,7.871146008904113,Seddentary,2
4092,81.73349679221296,95.98134260868017,6051,5.224139066195455,Sedentary,1
3979,93.34033768144008,97.21894484728315,1775,5.468413771417153,Seddentary,1
2238,73.85294067228806,95.39944002358108,1748,4.830161671840198,Actve,1
3135,68.09020292958444,99.72973954402644,8124,6.444869604525839,Highly Active,5
4444,40.0,99.04772547056064,1449,6.392173806051382,Active,2
2515,69.42479491992782,99.25495076372934,3306,8.41542161341735,Highly Active,1
3853,64.62704386367523,99.78959923982669,1520,6.866753232803355,Seddentary,2
2215,86.5515986753003,97.47263459341158,3790,6.844302018581762,Seddentary,1
3324,69.61567440976185,100.0,7137,6.95044108406138,Seddentary,2
3300,80.11309120817684,100.0,2157,7.081258685871372,Highly Active,4
1747,40.0,100.0,8043,7.791685704970522,Actve,5
3904,87.5290861186297,100.0,4441,8.531278990913485,Sedentary,5
2082,64.42024701043401,98.42435020954122,29066,4.825839792965481,Highly Active,3
3558,74.1371473477043,95.06438018699068,9359,7.647390482799075,Actve,4
4753,61.348923654465594,100.0,1999,5.923067990352865,Highly Active,2
3047,63.6801754966651,97.37429827897157,1889,5.024214580310577,Actve,2
1975,79.76807351739672,100.0,671,8.945554951796462,Highly Active,2
1189,93.72881218824756,99.41376031907603,3740,5.379780644764782,Seddentary,3
4005,86.03063332431728,95.91431915983792,3749,6.403469797758008,Seddentary,3
1562,82.56980160801169,95.55137229772568,10291,9.337518118541205,Actve,1
4638,90.76257818155062,94.8602508201896,6851,6.2352107379111565,Seddentary,4
2267,70.81290842831523,97.22179633904044,15182,8.763732503534627,Highly Active,4
2528,92.671023604219,95.07724752637232,8627,5.879630133172693,Highly Active,2
4556,60.82606954030797,96.92388341755054,11060,6.827247743905267,Seddentary,1
1646,86.22925548074167,100.0,3771,6.773624050574219,Actve,5
3214,84.67722962095758,98.46340229262316,24206,7.146885698832684,Seddentary,1
2297,77.3066427033104,95.85509586003876,4129,5.707628633446368,Active,2
3435,91.92283491914716,100.0,13212,5.1626892969962945,Actve,1
3363,92.85283683620152,98.27067917804666,4115,5.7909211045386755,Active,1
4417,82.00624112263787,97.09234007387155,547,6.971046408605005,Highly Active,5
3612,69.23683245606956,100.0,4375,6.052030514727384,Actve,2
2363,89.11832897571975,98.58593453879398,8698,5.188802886693731,Active,2
3139,43.74140206186796,95.37323750308748,139,6.017092237155613,Seddentary,3
2390,73.15646556066172,96.81891253134198,12463,7.154135026423208,Sedentary,5
4003,59.55423801799281,92.9484073471339,3772,3.877074076547937,Highly Active,2
3556,81.28112871682107,100.0,19406,7.39682049463106,Active,2
1775,76.84986596442882,96.880668208062,3556,5.185877160562438,Highly Active,1
1034,87.20860676159504,97.60522245561135,12948,6.147988867222518,Sedentary,5
3253,79.84141585314687,97.2450611764206,1897,5.868158558451618,Actve,4
2585,47.42860420621099,100.0,29130,4.777099520399842,Highly Active,2
4943,96.06324242512709,96.47894031643833,7287,7.233968841889179,Highly Active,1
4073,96.08870081294506,100.0,4086,7.294682104834459,Highly Active,2
4893,66.12078656148493,95.60040643806028,1094,8.280848393722522,Highly Active,2
2500,40.0,95.1079912888018,10975,8.347840357315645,Active,4
2579,53.318786295356645,95.1680515708946,18510,7.356516893585851,Highly Active,2
1161,75.21115231997146,99.15080770482548,5964,6.572139758559597,Sedentary,2
3317,76.95659337983253,98.6161095830068,1392,5.463284333002888,Sedentary,5
4342,65.222719273255,97.55307152771054,2205,10.373567261347176,Highly Active,4
4773,70.44503588445043,97.61730184183337,6785,5.151511516990889,Highly Active,3
3343,84.03342652423316,98.9734316518969,8185,5.597203452787953,Active,1
1337,54.86000605122267,98.77628474345023,8196,6.188868739068484,Highly Active,4
1791,72.3252647864868,100.0,8993,6.14274577608632,Actve,3
4993,59.20747694018303,98.69426496850762,1384,6.417811276247835,Actve,2
3235,77.06835233367562,98.44328703246288,2336,4.9125741606794975,Active,2
1379,70.54823343388225,99.7947541952559,2738,7.0452135187462535,Seddentary,1
1492,70.46467123031033,99.91706621087498,5178,6.700942653968059,Highly Active,4
4112,75.02968227011456,97.1316693156662,9720,7.622609473868736,Seddentary,2
2367,68.76188373904637,97.2803980607483,4605,5.793858376827125,Actve,4
2152,67.38743157053432,100.0,12144,6.900527747560983,Actve,4
