User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
4174,58.93977586209927,98.80965025422655,5450.390577516058,7.167235622316564,Highly Active,1.0
2294,40.0,96.89421334689396,13797.338044243395,7.367789630207228,Active,3.0
2095,96.28593768588723,94.2029097779196,10205.992256276271,8.378342673824589,Highly Active,10.0
4772,47.27225670219411,95.38976001421,3208.781176562847,7.871146008904113,Sedentary,2.0
4092,81.73349679221296,95.98134260868017,6051.249856733786,5.224139066195455,Sedentary,1.0
3979,93.34033768144008,97.21894484728315,1775.029578077338,5.468413771417153,Sedentary,1.0
3169,51.40996727987549,97.27278686705216,7940.021451995014,7.954498990533915,Sedentary,8.0
2238,73.85294067228806,95.39944002358108,1748.1970688253557,4.830161671840198,Active,1.0
1330,95.37229036722503,99.15265159443172,6155.837341884333,5.814348465914493,Highly Active,10.0
3135,68.09020292958444,99.72973954402644,8124.135791328726,6.444869604525839,Highly Active,5.0
4444,40.0,99.04772547056064,1449.2158952991972,6.392173806051382,Active,2.0
4171,58.2779626987928,97.78972645147674,5643.511357828403,7.848859015777246,Sedentary,10.0
4735,98.05924946042926,96.02709912891096,5846.923275235294,6.621126995655419,Sedentary,9.0
2685,74.10500253274513,99.64606450575435,2601.3964953506083,6.751333320225251,Highly Active,9.0
3391,76.32552029631407,98.7571103508064,508.8380975267676,4.773999479227033,Sedentary,10.0
2515,69.42479491992782,99.25495076372934,3306.1104116230244,8.41542161341735,Highly Active,1.0
4485,84.58662488247226,99.02468690832052,4173.373029062226,9.169583797303172,Sedentary,9.0
3853,64.62704386367523,99.78959923982669,1520.184386862472,6.866753232803355,Sedentary,2.0
3433,75.16860350791544,98.10010128415522,3400.900980332703,8.651900418719752,Sedentary,10.0
2215,86.5515986753003,97.47263459341158,3790.054977605134,6.844302018581762,Sedentary,1.0
1955,64.10446780919304,98.14712187549831,1778.200277283971,4.419708490039869,Sedentary,7.0
3324,69.61567440976185,100.0,7137.101989511348,6.95044108406138,Sedentary,2.0
2184,66.62971236762343,99.5174743128602,219.38009182240103,5.990742778206027,Sedentary,6.0
1459,81.78254064837381,98.188991139804,1540.7280365213232,7.213770683599015,Highly Active,10.0
1021,67.2278321892843,100.0,6913.143375993267,5.7399472789626955,Active,10.0
3300,80.11309120817684,100.0,2157.694847331619,7.081258685871372,Highly Active,4.0
1747,40.0,100.0,8043.061916803896,7.791685704970522,Active,5.0
3904,87.5290861186297,100.0,4441.359228168414,8.531278990913485,Sedentary,5.0
4632,88.4355194977685,100.0,5244.270581287012,7.978655960306142,Sedentary,6.0
1474,67.4042823010518,92.65567270210364,2830.668684319488,4.827592494476892,Sedentary,7.0
2082,64.42024701043401,98.42435020954122,29066.332093973066,4.825839792965481,Highly Active,3.0
3558,74.1371473477043,95.06438018699068,9359.52274399143,7.647390482799075,Active,4.0
4753,61.348923654465594,100.0,1999.1355537358013,5.923067990352865,Highly Active,2.0
3047,63.6801754966651,97.37429827897157,1889.475270819287,5.024214580310577,Active,2.0
4547,79.61779161635499,98.8943730316892,10415.917713817438,8.282513944117321,Sedentary,10.0
1975,79.76807351739672,100.0,671.8148538302273,8.945554951796462,Highly Active,2.0
2806,118.29493321826284,95.6293274777274,253.7432971331872,5.83928648563342,Active,8.0
1189,93.72881218824756,99.41376031907603,3740.5230471249497,5.379780644764782,Sedentary,3.0
4005,86.03063332431728,95.91431915983792,3749.511414647084,6.403469797758008,Sedentary,3.0
3734,85.48782567979367,93.72753353750215,8589.656027873058,7.637403648126468,Highly Active,7.0
4005,76.30138328743868,98.37515942883158,5985.902807457921,6.93939597939567,Sedentary,8.0
1562,82.56980160801169,95.55137229772568,10291.389012021062,9.337518118541205,Active,1.0
2899,77.96393073389999,95.0098460840355,2676.536812907478,6.757256406710402,Sedentary,6.0
4638,90.76257818155062,94.8602508201896,6851.846184119823,6.2352107379111565,Sedentary,4.0
2267,70.81290842831523,97.22179633904044,15182.671678713365,8.763732503534627,Highly Active,4.0
3879,70.01131339671613,99.86637885565928,502.63064367231584,7.392793781685005,Highly Active,10.0
2528,92.671023604219,95.07724752637232,8627.838331974384,5.879630133172693,Highly Active,2.0
4556,60.82606954030797,96.92388341755054,11060.18312546085,6.827247743905267,Sedentary,1.0
4890,63.77805794778227,95.87135566650204,2193.8458799106043,6.191851668087015,Highly Active,6.0
1646,86.22925548074167,100.0,3771.226371764287,6.773624050574219,Active,5.0
3888,61.684635107264285,99.62675298510824,2583.07391148787,5.9659790984499725,Sedentary,8.0
3214,84.67722962095758,98.46340229262316,24206.2616051376,7.146885698832684,Sedentary,1.0
2297,77.3066427033104,95.85509586003876,4129.763765545851,5.707628633446368,Active,2.0
3435,91.92283491914716,100.0,13212.611307247618,5.1626892969962945,Active,1.0
1600,84.54568992813458,98.05750152154894,11089.11575373786,6.439034704731956,Active,8.0
3363,92.85283683620152,98.27067917804666,4115.534710037573,5.7909211045386755,Active,1.0
3061,79.38203545794906,98.78567385638786,33956.717086940276,4.516866155064028,Active,7.0
4060,62.47839020361005,99.982566009653,12862.301512481752,4.554312521868752,Sedentary,6.0
3824,78.17970894479012,97.91523601154992,2594.4605625871945,6.635850437551147,Highly Active,10.0
4417,82.00624112263787,97.09234007387155,547.9601823590517,6.971046408605005,Highly Active,5.0
3612,69.23683245606956,100.0,4375.802149359456,6.052030514727384,Active,2.0
2363,89.11832897571975,98.58593453879398,8698.434753413825,5.188802886693731,Active,2.0
3139,43.74140206186796,95.37323750308748,139.12193009620557,6.017092237155613,Sedentary,3.0
2390,73.15646556066172,96.81891253134198,12463.56299657755,7.154135026423208,Sedentary,5.0
4003,59.55423801799281,92.9484073471339,3772.5131738940513,3.877074076547937,Highly Active,2.0
2478,103.59423924190712,100.0,4440.616862383574,3.0331901438352027,Active,7.0
3556,81.28112871682107,100.0,19406.116741421207,7.39682049463106,Active,2.0
1775,76.84986596442882,96.880668208062,3556.9885933914557,5.185877160562438,Highly Active,1.0
1034,87.20860676159504,97.60522245561135,12948.306889363626,6.147988867222518,Sedentary,5.0
3253,79.84141585314687,97.2450611764206,1897.6421295573543,5.868158558451618,Active,4.0
4152,106.0398703170913,94.8075262835834,711.5706418947933,6.934494780867866,Sedentary,10.0
2955,88.76895700279972,94.74363714609684,7069.614654949177,5.738883539240584,Highly Active,7.0
2585,47.42860420621099,100.0,29130.793780394342,4.777099520399842,Highly Active,2.0
4943,96.06324242512709,96.47894031643833,7287.851972874099,7.233968841889179,Highly Active,1.0
4459,78.04729995908488,99.49580560965047,6568.200016845597,9.221594405490784,Sedentary,9.0
4073,96.08870081294506,100.0,4086.669126868351,7.294682104834459,Highly Active,2.0
4461,59.06505477637778,98.9211809875014,3945.0729019077808,6.178609405931418,Active,9.0
3613,56.22934454812436,98.57779006324172,1129.0479096393367,5.316882942475544,Highly Active,8.0
4843,86.95767522612503,98.97829842731086,4677.617159394465,7.088511896845253,Highly Active,8.0
4893,66.12078656148493,95.60040643806028,1094.903090046211,8.280848393722522,Highly Active,2.0
2500,40.0,95.1079912888018,10975.782024074046,8.347840357315645,Active,4.0
1702,91.49512214091324,97.9311802379078,81.40070247967869,6.755557053735298,Active,6.0
3449,44.43713860466395,100.0,2716.059515178237,6.780194960726512,Active,6.0
2579,53.318786295356645,95.1680515708946,18510.383600793903,7.356516893585851,Highly Active,2.0
1161,75.21115231997146,99.15080770482548,5964.2160569161915,6.572139758559597,Sedentary,2.0
1201,78.45025106632437,98.50506740050916,2445.948968474364,6.596702992213861,Active,6.0
1995,79.86425437233821,98.24457119050192,2899.693561281765,5.17396898272294,Active,9.0
